order_id,order_date,customer_id,customer_segment,region,country,sales_channel,campaign,product_category,product_name,sku,units,unit_price_usd,discount_pct,gross_revenue_usd,discount_amount_usd,refund_amount_usd,shipping_cost_usd,cogs_usd,net_revenue_usd,gross_margin_usd,fulfillment_days,status,first_order
ord_0006588,2025-06-25,cust_04293,Loyal,North America,United States,Marketplace,Marketplace Featured,Fitness,Adjustable Kettlebell,FIT-005,3,145.35,0.2,436.05,87.21,0,0,226.75,348.84,122.1,4,Delivered,False
ord_0006589,2025-07-03,cust_01840,Occasional,EMEA,United Kingdom,Direct,Email Lifecycle,Home,Ceramic Cookware,HOM-004,1,225.49,0.05,225.49,11.27,0,0,110.49,214.22,103.73,5,Delivered,False
ord_0006590,2025-06-30,cust_05211,Occasional,EMEA,United Kingdom,Social,Creator Program,Fitness,Adjustable Kettlebell,FIT-005,1,157.49,0.1,157.49,15.75,0,0,81.9,141.74,59.85,8,Delivered,True
ord_0006591,2025-07-01,cust_04680,VIP,APAC,Australia,Paid Search,Nonbrand Search,Home,Linen Sheet Set,HOM-003,2,130.5,0.05,260.99,13.05,0,0,120.06,247.94,127.89,4,Delivered,True
ord_0006592,2025-06-30,cust_05008,VIP,Latin America,Brazil,Social,Creator Program,Electronics,Wireless Headphones,ELE-001,1,128.2,0.05,128.2,6.41,0,0,69.23,121.79,52.56,4,Delivered,True
ord_0006593,2025-06-29,cust_01443,Occasional,North America,United States,Social,Retargeting,Home,Linen Sheet Set,HOM-003,1,126.84,0.2,126.84,25.37,0,11.6,58.35,101.47,31.53,2,In Transit,False
ord_0006594,2025-06-30,cust_01018,Loyal,North America,United States,Affiliate,Cashback Partner,Apparel,Performance Jacket,APP-009,1,157.4,0.2,157.4,31.48,0,0,73.98,125.92,51.94,7,Delivered,True
ord_0006595,2025-07-05,cust_03481,New,EMEA,United Kingdom,Direct,Email Lifecycle,Electronics,Wireless Headphones,ELE-001,1,118.74,0.15,118.74,17.81,0,12.79,64.12,100.93,24.02,4,Delivered,False
ord_0006596,2025-06-28,cust_07105,Occasional,North America,United States,Affiliate,Cashback Partner,Electronics,Wireless Headphones,ELE-001,2,119.03,0,238.05,0.0,213.18,0,128.55,24.87,-103.68,4,Returned,False
ord_0006597,2025-06-24,cust_00895,Loyal,North America,United States,Marketplace,,Apparel,Everyday Sneaker,APP-010,2,114.16,0,228.32,0.0,0,0,102.74,228.32,125.57,3,Delivered,True
ord_0006598,2025-06-30,cust_06070,VIP,North America,United States,Affiliate,Publisher Network,Apparel,Everyday Sneaker,APP-010,1,113.92,0.25,113.92,28.48,0,0,51.26,85.44,34.18,4,Delivered,False
ord_0006599,2025-06-22,cust_00361,Loyal,EMEA,France,Social,Prospecting,Beauty,Daily Skin Set,BEA-007,3,84.02,0.15,252.07,37.81,0,0,95.79,214.26,118.47,5,Delivered,False
ord_0006600,2025-06-17,cust_03279,Loyal,APAC,Japan,Direct,,Fitness,Adjustable Kettlebell,FIT-005,2,158.48,0.15,316.96,47.54,0,0,164.82,269.42,104.6,5,Delivered,True
ord_0006601,2025-07-02,cust_01012,VIP,North America,United States,Marketplace,Marketplace Featured,Home,Linen Sheet Set,HOM-003,1,128.2,0.25,128.2,32.05,0,0,58.97,96.15,37.18,3,Delivered,False
ord_0006602,2025-06-27,cust_03962,New,North America,United States,Paid Search,Shopping Ads,Beauty,Hair Styling Kit,BEA-008,2,139.91,0.15,279.82,41.97,0,0,123.12,237.85,114.73,3,Delivered,False
ord_0006603,2025-06-30,cust_01952,Loyal,EMEA,Germany,Direct,,Fitness,Adjustable Kettlebell,FIT-005,1,150.99,0.1,150.99,15.1,0,0,78.51,135.89,57.38,4,Delivered,False
ord_0006604,2025-06-24,cust_04777,New,EMEA,United Kingdom,Direct,Email Lifecycle,Electronics,Smart Home Hub,ELE-002,1,188.64,0.1,188.64,18.86,0,0,109.41,169.77,60.36,4,Delivered,False
ord_0006605,2025-06-27,cust_05309,New,North America,United States,Marketplace,,Home,Linen Sheet Set,HOM-003,2,115.69,0,231.38,0.0,0,0,106.43,231.38,124.94,6,Delivered,True
ord_0006606,2025-07-01,cust_05463,New,APAC,Australia,Social,Creator Program,Electronics,Wireless Headphones,ELE-001,1,130.82,0.15,130.82,19.62,0,12.68,70.64,111.2,27.87,5,Delivered,True
ord_0006607,2025-06-29,cust_04149,New,North America,United States,Social,Prospecting,Electronics,Smart Home Hub,ELE-002,1,178.86,0,178.86,0.0,0,0,103.74,178.86,75.12,1,Delivered,False
ord_0006608,2025-06-26,cust_02900,Loyal,North America,Canada,Direct,Email Lifecycle,Home,Linen Sheet Set,HOM-003,1,129.12,0.15,129.12,19.37,0,8.91,59.39,109.75,41.45,5,Delivered,True
ord_0006609,2025-06-30,cust_02677,New,Latin America,Brazil,Direct,Referral,Home,Ceramic Cookware,HOM-004,3,202.36,0,607.09,0.0,0,0,297.47,607.09,309.61,2,Delivered,False
ord_0006610,2025-06-28,cust_06229,New,North America,United States,Direct,,Apparel,Performance Jacket,APP-009,1,154.55,0.05,154.55,7.73,0,0,72.64,146.82,74.18,1,Delivered,False
ord_0006611,2025-07-04,cust_02371,Occasional,APAC,Australia,Direct,Referral,Fitness,Adjustable Kettlebell,FIT-005,1,136.37,0.15,136.37,20.46,0,8.38,70.91,115.92,36.62,5,Delivered,False
ord_0006612,2025-07-01,cust_04483,Loyal,North America,United States,Direct,Referral,Home,Ceramic Cookware,HOM-004,1,199.82,0.1,199.82,19.98,0,0,97.91,179.84,81.93,4,Delivered,False
ord_0006613,2025-06-27,cust_05477,Occasional,APAC,Japan,Direct,Email Lifecycle,Electronics,Wireless Headphones,ELE-001,1,124.21,0.1,124.21,12.42,0,11.7,67.07,111.78,33.02,8,Delivered,True
ord_0006614,2025-07-01,cust_04123,Loyal,EMEA,France,Direct,Referral,Home,Linen Sheet Set,HOM-003,1,115.37,0,115.37,0.0,0,5.55,53.07,115.37,56.75,4,Delivered,False
ord_0006615,2025-06-29,cust_06189,VIP,EMEA,United Kingdom,Direct,Email Lifecycle,Apparel,Performance Jacket,APP-009,1,177.98,0.05,177.98,8.9,0,0,83.65,169.08,85.43,5,Delivered,False
ord_0006616,2025-06-26,cust_00961,VIP,North America,United States,Social,Retargeting,Apparel,Everyday Sneaker,APP-010,1,102.4,0.15,102.4,15.36,0,0,46.08,87.04,40.96,4,Delivered,True
ord_0006617,2025-07-06,cust_00782,Loyal,North America,United States,Social,Creator Program,Beauty,Daily Skin Set,BEA-007,1,89.38,0.15,89.38,13.41,0,11.66,33.96,75.97,30.35,1,Delivered,True
ord_0006618,2025-06-26,cust_04816,VIP,North America,United States,Direct,Email Lifecycle,Beauty,Hair Styling Kit,BEA-008,1,148.38,0.2,148.38,29.68,0,0,65.29,118.7,53.42,8,Delivered,False
ord_0006619,2025-07-07,cust_00305,New,North America,United States,Affiliate,Publisher Network,Fitness,Adjustable Kettlebell,FIT-005,1,143.1,0,143.1,0.0,0,7.98,74.41,143.1,60.71,2,Delivered,False
ord_0006620,2025-07-03,cust_02654,Occasional,North America,United States,Paid Search,Brand Search,Beauty,Daily Skin Set,BEA-007,1,94.91,0,94.91,0.0,0,10.99,36.07,94.91,47.86,5,Delivered,False
ord_0006621,2025-06-28,cust_03226,Loyal,EMEA,Germany,Affiliate,Cashback Partner,Home,Ceramic Cookware,HOM-004,1,215.06,0,215.06,0.0,0,0,105.38,215.06,109.68,5,Delivered,True
ord_0006622,2025-07-06,cust_03241,Loyal,North America,United States,Social,Prospecting,Beauty,Daily Skin Set,BEA-007,1,91.81,0.15,91.81,13.77,0,10.05,34.89,78.04,33.1,4,In Transit,False
ord_0006623,2025-07-02,cust_01451,Occasional,North America,United States,Direct,Email Lifecycle,Electronics,Wireless Headphones,ELE-001,1,131.49,0,131.49,0.0,0,7.08,71.0,131.49,53.4,5,Delivered,False
ord_0006624,2025-07-01,cust_04867,Occasional,North America,United States,Affiliate,Cashback Partner,Home,Ceramic Cookware,HOM-004,2,226.52,0.15,453.05,67.96,0,0,221.99,385.09,163.1,4,Delivered,False
ord_0006625,2025-07-04,cust_00105,Loyal,APAC,Australia,Marketplace,Marketplace Featured,Apparel,Performance Jacket,APP-009,1,152.61,0,152.61,0.0,0,0,71.73,152.61,80.88,5,Delivered,False
ord_0006626,2025-06-28,cust_06784,Loyal,North America,United States,Social,Prospecting,Home,Linen Sheet Set,HOM-003,1,124.75,0,124.75,0.0,0,11.88,57.39,124.75,55.48,4,Delivered,False
ord_0006627,2025-07-03,cust_00403,Occasional,North America,United States,Social,Creator Program,Home,Ceramic Cookware,HOM-004,2,215.43,0,430.85,0.0,0,0,211.12,430.85,219.74,5,Delivered,True
ord_0006628,2025-07-02,cust_05225,VIP,APAC,Australia,Affiliate,Cashback Partner,Apparel,Performance Jacket,APP-009,1,180.49,0.25,180.49,45.12,118.4,0,84.83,16.97,-67.86,7,Returned,True
ord_0006629,2025-07-05,cust_04313,Loyal,North America,United States,Direct,Referral,Electronics,Smart Home Hub,ELE-002,1,172.59,0,172.59,0.0,0,0,100.1,172.59,72.49,2,Delivered,True
ord_0006630,2025-07-03,cust_06517,VIP,North America,United States,Affiliate,Cashback Partner,Apparel,Everyday Sneaker,APP-010,1,108.13,0.15,108.13,16.22,0,0,48.66,91.91,43.25,,Cancelled,False
ord_0006631,2025-07-03,cust_01493,Occasional,North America,United States,Direct,,Electronics,Wireless Headphones,ELE-001,1,137.78,0,137.78,0.0,0,8.85,74.4,137.78,54.53,3,Delivered,False
ord_0006632,2025-07-01,cust_06467,New,Latin America,Brazil,Affiliate,Publisher Network,Electronics,Wireless Headphones,ELE-001,1,137.42,0.15,137.42,20.61,0,10.45,74.21,116.81,32.15,8,Delivered,True
ord_0006633,2025-07-05,cust_06265,Occasional,EMEA,Germany,Direct,Email Lifecycle,Apparel,Everyday Sneaker,APP-010,2,113.17,0.15,226.35,33.95,0,0,101.86,192.4,90.54,6,Delivered,False
ord_0006634,2025-06-29,cust_02307,New,APAC,Japan,Direct,Email Lifecycle,Electronics,Wireless Headphones,ELE-001,2,133.41,0,266.82,0.0,0,0,144.08,266.82,122.74,5,Delivered,False
ord_0006635,2025-07-08,cust_00770,Loyal,North America,United States,Direct,Referral,Home,Ceramic Cookware,HOM-004,1,217.07,0.05,217.07,10.85,0,0,106.36,206.21,99.85,3,Delivered,False
ord_0006636,2025-06-30,cust_05003,Loyal,North America,United States,Affiliate,Cashback Partner,Beauty,Hair Styling Kit,BEA-008,1,131.77,0.2,131.77,26.35,0,12.94,57.98,105.42,34.5,4,Delivered,False
ord_0006637,2025-07-03,cust_05616,Occasional,North America,United States,Social,Retargeting,Electronics,Smart Home Hub,ELE-002,1,169.11,0.15,169.11,25.37,0,0,98.08,143.74,45.66,4,Delivered,False
ord_0006638,2025-06-25,cust_04795,Occasional,North America,United States,Affiliate,Publisher Network,Fitness,Recovery Roller,FIT-006,1,53.66,0,53.66,0.0,0,9.75,22.0,53.66,21.9,3,Delivered,False
ord_0006639,2025-07-03,cust_01717,Loyal,North America,United States,Direct,Email Lifecycle,Home,Linen Sheet Set,HOM-003,2,130.65,0.1,261.29,26.13,0,0,120.2,235.16,114.97,5,Delivered,False
ord_0006640,2025-07-05,cust_04823,Occasional,North America,United States,Direct,Email Lifecycle,Home,Ceramic Cookware,HOM-004,1,227.07,0.2,227.07,45.41,0,0,111.26,181.66,70.39,1,Delivered,False
ord_0006641,2025-06-30,cust_02665,VIP,EMEA,France,Paid Search,Brand Search,Beauty,Hair Styling Kit,BEA-008,2,142.75,0.15,285.5,42.83,0,0,125.62,242.68,117.06,5,Delivered,True
ord_0006642,2025-07-09,cust_05328,New,North America,United States,Marketplace,,Electronics,Smart Home Hub,ELE-002,1,171.96,0.1,171.96,17.2,0,0,99.74,154.77,55.03,1,Delivered,True
ord_0006643,2025-06-28,cust_01200,VIP,EMEA,France,Social,Creator Program,Beauty,Daily Skin Set,BEA-007,4,96.34,0.1,385.37,38.54,0,0,146.44,346.84,200.39,3,Delivered,True
ord_0006644,2025-07-04,cust_04946,Occasional,North America,United States,Direct,Email Lifecycle,Electronics,Wireless Headphones,ELE-001,1,138.8,0.2,138.8,27.76,135.86,6.6,74.95,-24.82,-106.37,2,Returned,False
ord_0006645,2025-07-02,cust_00272,Loyal,North America,United States,Social,Prospecting,Electronics,Smart Home Hub,ELE-002,1,170.89,0.05,170.89,8.54,0,0,99.12,162.35,63.23,1,Delivered,True
ord_0006646,2025-06-25,cust_02396,Occasional,Latin America,Brazil,Social,Retargeting,Home,Linen Sheet Set,HOM-003,4,127.38,0.05,509.52,25.48,0,0,234.38,484.05,249.67,9,Delivered,False
ord_0006647,2025-06-26,cust_04882,New,EMEA,United Kingdom,Paid Search,Shopping Ads,Electronics,Wireless Headphones,ELE-001,1,124.02,0.2,124.02,24.8,0,11.4,66.97,99.22,20.85,3,Delivered,False
ord_0006648,2025-07-03,cust_05186,New,APAC,Australia,Direct,Email Lifecycle,Fitness,Recovery Roller,FIT-006,1,54.08,0.05,54.08,2.7,0,11.02,22.17,51.38,18.19,7,Delivered,True
ord_0006649,2025-06-29,cust_02041,VIP,EMEA,France,Social,Retargeting,Beauty,Daily Skin Set,BEA-007,1,92.93,0.05,92.93,4.65,0,0,35.31,88.28,52.97,7,Delivered,False
ord_0006650,2025-06-28,cust_01661,Occasional,APAC,Japan,Direct,Email Lifecycle,Apparel,Everyday Sneaker,APP-010,1,117.58,0,117.58,0.0,0,9.54,52.91,117.58,55.13,4,Delivered,False
ord_0006651,2025-07-04,cust_01766,VIP,EMEA,United Kingdom,Direct,,Home,Ceramic Cookware,HOM-004,1,219.75,0.25,219.75,54.94,0,0,107.68,164.81,57.13,6,Delivered,False
ord_0006652,2025-07-02,cust_02311,Occasional,Latin America,Brazil,Marketplace,Marketplace Featured,Beauty,Daily Skin Set,BEA-007,2,83.89,0,167.77,0.0,0,0,63.75,167.77,104.02,6,Delivered,False
ord_0006653,2025-06-30,cust_02616,Loyal,APAC,Australia,Direct,Referral,Home,Ceramic Cookware,HOM-004,1,223.42,0.15,223.42,33.51,0,0,109.47,189.9,80.43,5,Delivered,False
ord_0006654,2025-07-07,cust_04205,Loyal,North America,Canada,Affiliate,Publisher Network,Electronics,Wireless Headphones,ELE-001,1,134.3,0,134.3,0.0,0,10.36,72.52,134.3,51.42,4,Delivered,True
ord_0006655,2025-06-24,cust_01238,Loyal,EMEA,United Kingdom,Paid Search,Shopping Ads,Beauty,Daily Skin Set,BEA-007,3,89.62,0,268.87,0.0,0,0,102.17,268.87,166.7,4,Delivered,True
ord_0006656,2025-07-06,cust_04081,Occasional,Latin America,Brazil,Marketplace,,Beauty,Hair Styling Kit,BEA-008,2,145.6,0.15,291.2,43.68,0,0,128.13,247.52,119.39,4,Delivered,True
ord_0006657,2025-06-30,cust_04809,VIP,North America,United States,Direct,,Fitness,Adjustable Kettlebell,FIT-005,1,148.94,0.1,148.94,14.89,0,0,77.45,134.04,56.6,6,Delivered,False
ord_0006658,2025-07-01,cust_01541,New,North America,United States,Direct,Referral,Electronics,Wireless Headphones,ELE-001,1,121.52,0.1,121.52,12.15,0,13.25,65.62,109.37,30.49,7,Delivered,True
ord_0006659,2025-06-27,cust_05134,Occasional,EMEA,United Kingdom,Paid Search,Brand Search,Apparel,Everyday Sneaker,APP-010,1,109.15,0,109.15,0.0,0,9.02,49.12,109.15,51.01,8,Delivered,False
ord_0006660,2025-06-29,cust_05331,Loyal,APAC,Australia,Paid Search,Nonbrand Search,Beauty,Daily Skin Set,BEA-007,3,87.65,0.2,262.95,52.59,0,0,99.92,210.36,110.44,5,Delivered,False
ord_0006661,2025-06-30,cust_02879,Loyal,EMEA,France,Paid Search,Shopping Ads,Beauty,Daily Skin Set,BEA-007,1,84.81,0.2,84.81,16.96,0,8.72,32.23,67.85,26.91,8,Delivered,False
ord_0006662,2025-06-30,cust_04243,Occasional,North America,United States,Paid Search,Shopping Ads,Apparel,Everyday Sneaker,APP-010,1,120.45,0.15,120.45,18.07,0,8.31,54.2,102.38,39.87,8,Delivered,False
ord_0006663,2025-06-27,cust_04237,VIP,EMEA,Germany,Social,Retargeting,Apparel,Everyday Sneaker,APP-010,1,102.6,0.1,102.6,10.26,0,0,46.17,92.34,46.17,3,Delivered,True
ord_0006664,2025-06-25,cust_03850,Occasional,North America,United States,Direct,Email Lifecycle,Fitness,Recovery Roller,FIT-006,1,53.2,0.05,53.2,2.66,0,12.08,21.81,50.54,16.65,2,Delivered,False
ord_0006665,2025-07-06,cust_02092,New,North America,United States,Paid Search,Brand Search,Apparel,Performance Jacket,APP-009,1,161.41,0.15,161.41,24.21,0,0,75.86,137.19,61.33,5,Delivered,False
ord_0006666,2025-07-02,cust_02071,Loyal,APAC,Australia,Paid Search,Shopping Ads,Home,Linen Sheet Set,HOM-003,1,124.66,0.15,124.66,18.7,0,10.0,57.35,105.97,38.62,4,Delivered,True
ord_0006667,2025-07-06,cust_02851,VIP,North America,United States,Marketplace,,Home,Linen Sheet Set,HOM-003,3,121.48,0.15,364.43,54.67,257.08,0,167.64,52.69,-114.95,6,Returned,False
ord_0006668,2025-06-30,cust_03131,VIP,Latin America,Brazil,Paid Search,Brand Search,Apparel,Performance Jacket,APP-009,1,166.32,0.05,166.32,8.32,0,0,78.17,158.01,79.84,8,Delivered,True
ord_0006669,2025-07-06,cust_01707,Occasional,North America,United States,Affiliate,Cashback Partner,Beauty,Hair Styling Kit,BEA-008,1,124.3,0.05,124.3,6.22,0,5.74,54.69,118.09,57.65,4,Delivered,False
ord_0006670,2025-07-03,cust_06099,New,North America,United States,Direct,Email Lifecycle,Electronics,Wireless Headphones,ELE-001,2,138.96,0,277.91,0.0,192.16,0,150.07,85.75,-64.32,1,Returned,False
ord_0006671,2025-07-06,cust_05288,New,EMEA,Germany,Direct,Email Lifecycle,Electronics,Wireless Headphones,ELE-001,4,139.35,0,557.4,0.0,0,0,301.0,557.4,256.4,7,Delivered,False
ord_0006672,2025-07-01,cust_05067,VIP,EMEA,Germany,Social,Prospecting,Home,Linen Sheet Set,HOM-003,1,116.56,0.15,116.56,17.48,0,0,53.62,99.08,45.46,6,Delivered,True
ord_0006673,2025-07-06,cust_05534,New,North America,United States,Direct,Email Lifecycle,Home,Linen Sheet Set,HOM-003,1,125.69,0.2,125.69,25.14,0,12.98,57.82,100.55,29.75,1,Delivered,True
ord_0006674,2025-07-04,cust_03127,Occasional,North America,United States,Affiliate,Publisher Network,Electronics,Smart Home Hub,ELE-002,1,181.85,0,181.85,0.0,0,0,105.47,181.85,76.38,3,Delivered,True
ord_0006675,2025-06-29,cust_03222,New,Latin America,Brazil,Direct,Referral,Fitness,Adjustable Kettlebell,FIT-005,1,135.04,0.1,135.04,13.5,0,12.67,70.22,121.54,38.65,8,Delivered,False
ord_0006676,2025-06-28,cust_03507,Occasional,EMEA,United Kingdom,Social,Creator Program,Beauty,Daily Skin Set,BEA-007,1,89.61,0,89.61,0.0,0,10.02,34.05,89.61,45.54,6,Delivered,True
ord_0006677,2025-07-08,cust_05690,Occasional,APAC,Australia,Paid Search,Brand Search,Electronics,Smart Home Hub,ELE-002,1,177.28,0.2,177.28,35.46,153.32,0,102.82,-11.49,-114.32,6,Returned,False
ord_0006678,2025-07-02,cust_04689,VIP,EMEA,United Kingdom,Affiliate,Cashback Partner,Beauty,Hair Styling Kit,BEA-008,1,133.61,0.05,133.61,6.68,0,0,58.79,126.93,68.14,7,Delivered,False
ord_0006679,2025-07-01,cust_00124,New,APAC,Japan,Paid Search,Brand Search,Electronics,Wireless Headphones,ELE-001,1,127.23,0.1,127.23,12.72,103.15,7.7,68.71,11.36,-65.05,5,Returned,True
ord_0006680,2025-06-24,cust_06941,Loyal,North America,United States,Social,Creator Program,Home,Linen Sheet Set,HOM-003,2,126.54,0.2,253.09,50.62,0,0,116.42,202.47,86.05,5,Delivered,True
ord_0006681,2025-07-03,cust_00285,New,EMEA,United Kingdom,Affiliate,Publisher Network,Fitness,Recovery Roller,FIT-006,1,54.56,0,54.56,0.0,0,12.39,22.37,54.56,19.8,5,Delivered,True
ord_0006682,2025-07-09,cust_00239,VIP,North America,United States,Direct,Referral,Home,Ceramic Cookware,HOM-004,1,223.42,0.05,223.42,11.17,0,0,109.48,212.25,102.77,4,Delivered,False
ord_0006683,2025-07-06,cust_05863,New,North America,Canada,Marketplace,,Apparel,Performance Jacket,APP-009,4,158.07,0.15,632.3,94.84,0,0,297.18,537.45,240.27,4,Delivered,False
ord_0006684,2025-07-01,cust_02833,New,North America,United States,Affiliate,Cashback Partner,Electronics,Wireless Headphones,ELE-001,1,123.12,0,123.12,0.0,0,12.58,66.48,123.12,44.05,1,Delivered,False
ord_0006685,2025-07-02,cust_02273,VIP,North America,United States,Social,Retargeting,Home,Linen Sheet Set,HOM-003,2,130.24,0.05,260.47,13.02,0,0,119.82,247.45,127.63,4,Delivered,False
ord_0006686,2025-07-06,cust_05795,Loyal,EMEA,France,Direct,,Fitness,Adjustable Kettlebell,FIT-005,1,155.5,0.2,155.5,31.1,0,0,80.86,124.4,43.54,8,Delivered,False
ord_0006687,2025-07-05,cust_05067,New,North America,United States,Affiliate,Cashback Partner,Beauty,Daily Skin Set,BEA-007,1,85.28,0.15,85.28,12.79,0,7.12,32.41,72.49,32.96,4,Delivered,False
ord_0006688,2025-07-06,cust_00324,Occasional,APAC,Japan,Direct,,Home,Linen Sheet Set,HOM-003,2,124.22,0,248.44,0.0,0,0,114.28,248.44,134.16,5,Delivered,False
ord_0006689,2025-07-05,cust_01401,New,APAC,Australia,Paid Search,Brand Search,Fitness,Recovery Roller,FIT-006,4,58.44,0.2,233.78,46.76,0,0,95.85,187.02,91.17,9,Delivered,True
ord_0006690,2025-07-05,cust_06087,Loyal,APAC,Australia,Affiliate,Cashback Partner,Fitness,Adjustable Kettlebell,FIT-005,1,156.7,0.15,156.7,23.5,0,0,81.48,133.19,51.71,4,Delivered,False
ord_0006691,2025-07-02,cust_01861,VIP,North America,United States,Direct,Email Lifecycle,Electronics,Wireless Headphones,ELE-001,1,122.64,0.2,122.64,24.53,0,0,66.23,98.12,31.89,3,Delivered,False
ord_0006692,2025-07-04,cust_02571,Occasional,APAC,Australia,Direct,,Beauty,Hair Styling Kit,BEA-008,1,145.71,0,145.71,0.0,0,7.94,64.11,145.71,73.66,6,Delivered,True
ord_0006693,2025-07-04,cust_00385,New,APAC,Japan,Paid Search,Nonbrand Search,Beauty,Hair Styling Kit,BEA-008,1,148.06,0,148.06,0.0,0,9.81,65.15,148.06,73.1,6,Delivered,False
ord_0006694,2025-07-03,cust_06033,Occasional,EMEA,France,Direct,,Electronics,Wireless Headphones,ELE-001,1,129.44,0,129.44,0.0,0,9.15,69.9,129.44,50.39,5,Delivered,False
ord_0006695,2025-07-05,cust_00805,Occasional,North America,United States,Direct,Email Lifecycle,Electronics,Smart Home Hub,ELE-002,1,167.67,0,167.67,0.0,0,0,97.25,167.67,70.42,3,Delivered,True
ord_0006696,2025-06-27,cust_01145,Occasional,EMEA,United Kingdom,Affiliate,Publisher Network,Beauty,Hair Styling Kit,BEA-008,1,131.16,0.1,131.16,13.12,0,11.13,57.71,118.04,49.2,6,Delivered,True
ord_0006697,2025-07-02,cust_05218,Loyal,North America,United States,Direct,,Electronics,Wireless Headphones,ELE-001,1,137.01,0,137.01,0.0,0,7.25,73.99,137.01,55.77,1,Delivered,True
ord_0006698,2025-06-29,cust_02402,VIP,North America,United States,Direct,Referral,Apparel,Everyday Sneaker,APP-010,1,114.98,0.05,114.98,5.75,0,0,51.74,109.24,57.49,5,Delivered,True
ord_0006699,2025-07-06,cust_01420,New,APAC,Australia,Affiliate,Cashback Partner,Electronics,Smart Home Hub,ELE-002,1,188.35,0.2,188.35,37.67,0,0,109.24,150.68,41.44,6,Delivered,True
ord_0006700,2025-06-26,cust_03428,Loyal,EMEA,United Kingdom,Direct,Email Lifecycle,Apparel,Everyday Sneaker,APP-010,2,114.11,0,228.23,0.0,0,0,102.7,228.23,125.53,5,Delivered,False
ord_0006701,2025-06-29,cust_00697,Occasional,EMEA,France,Direct,Referral,Electronics,Smart Home Hub,ELE-002,1,192.96,0.2,192.96,38.59,0,0,111.92,154.37,42.45,4,In Transit,False
ord_0006702,2025-06-27,cust_02397,New,EMEA,France,Social,Retargeting,Fitness,Adjustable Kettlebell,FIT-005,1,154.48,0.15,154.48,23.17,0,0,80.33,131.31,50.98,5,Delivered,False
ord_0006703,2025-06-27,cust_03275,New,North America,United States,Marketplace,Marketplace Featured,Apparel,Everyday Sneaker,APP-010,1,111.66,0.2,111.66,22.33,0,7.27,50.25,89.33,31.81,3,Delivered,True
ord_0006704,2025-07-07,cust_01024,New,EMEA,Germany,Direct,,Electronics,Wireless Headphones,ELE-001,3,119.02,0.2,357.05,71.41,0,0,192.81,285.64,92.83,5,Delivered,False
ord_0006705,2025-06-30,cust_04646,Occasional,EMEA,United Kingdom,Affiliate,Cashback Partner,Beauty,Daily Skin Set,BEA-007,4,92.14,0.2,368.54,73.71,358.19,0,140.05,-63.36,-203.4,7,Returned,False
ord_0006706,2025-07-08,cust_02666,Occasional,North America,United States,Affiliate,Cashback Partner,Home,Ceramic Cookware,HOM-004,1,220.01,0.15,220.01,33.0,0,0,107.8,187.01,79.2,6,Delivered,False
ord_0006707,2025-07-09,cust_06334,New,APAC,Japan,Paid Search,Brand Search,Electronics,Wireless Headphones,ELE-001,2,130.13,0.2,260.27,52.05,0,0,140.54,208.21,67.67,5,Delivered,False
ord_0006708,2025-07-08,cust_04733,Occasional,EMEA,France,Social,Prospecting,Beauty,Daily Skin Set,BEA-007,2,86.67,0.05,173.34,8.67,0,0,65.87,164.68,98.81,4,Delivered,False
ord_0006709,2025-06-29,cust_04935,Occasional,EMEA,France,Paid Search,Nonbrand Search,Apparel,Everyday Sneaker,APP-010,1,120.44,0.15,120.44,18.07,0,12.82,54.2,102.37,35.36,2,Delivered,False
ord_0006710,2025-07-01,cust_01003,Occasional,North America,United States,Direct,,Fitness,Adjustable Kettlebell,FIT-005,1,135.63,0,135.63,0.0,0,9.11,70.53,135.63,56.0,3,Delivered,False
ord_0006711,2025-07-09,cust_00566,Occasional,North America,Canada,Direct,,Beauty,Hair Styling Kit,BEA-008,1,124.83,0.1,124.83,12.48,0,5.51,54.93,112.35,51.92,1,Delivered,False
ord_0006712,2025-07-02,cust_06594,New,North America,United States,Social,Creator Program,Electronics,Smart Home Hub,ELE-002,4,185.72,0.2,742.86,148.57,0,0,430.86,594.29,163.43,2,Delivered,False
ord_0006713,2025-07-12,cust_04144,Occasional,North America,Canada,Direct,Referral,Home,Ceramic Cookware,HOM-004,2,214.15,0.15,428.3,64.25,0,0,209.87,364.06,154.19,5,Delivered,True
ord_0006714,2025-07-07,cust_00682,Loyal,APAC,Japan,Affiliate,Publisher Network,Fitness,Adjustable Kettlebell,FIT-005,2,152.23,0.2,304.46,60.89,0,0,158.32,243.57,85.25,8,Delivered,True
ord_0006715,2025-07-07,cust_06398,Occasional,North America,United States,Social,Retargeting,Apparel,Performance Jacket,APP-009,2,165.24,0.1,330.48,33.05,0,0,155.33,297.43,142.11,5,Delivered,True
ord_0006716,2025-07-03,cust_05201,New,North America,United States,Direct,Email Lifecycle,Electronics,Smart Home Hub,ELE-002,1,182.86,0.1,182.86,18.29,0,0,106.06,164.57,58.51,5,Delivered,False
ord_0006717,2025-07-01,cust_04399,Occasional,North America,United States,Paid Search,Brand Search,Apparel,Everyday Sneaker,APP-010,1,120.55,0,120.55,0.0,0,12.77,54.25,120.55,53.53,1,Delivered,False
ord_0006718,2025-07-03,cust_04232,Loyal,APAC,Australia,Affiliate,Publisher Network,Beauty,Daily Skin Set,BEA-007,1,88.56,0.1,88.56,8.86,0,10.23,33.65,79.7,35.82,5,Delivered,False
