ticket_id,created_date,resolved_date,account_id,plan,region,channel,issue_type,priority,assigned_team,status,first_response_minutes,resolution_hours,sla_target_hours,sla_breached,csat_score,reopened,escalated,message_count,customer_arr_usd,customer_tenure_days,sentiment_score
tkt_0001111,2025-08-04,2025-08-06,acct_00988,Starter,North America,Chat,How To,Normal,Customer Education,Resolved,23,26.9,36,False,5,False,False,7,1973.21,1217,0.946
tkt_0001112,2025-08-03,2025-08-04,acct_04602,Starter,North America,Phone,Billing,Low,Billing Operations,Resolved,39,17.37,72,False,4.0,False,False,5,1703.79,1122,0.679
tkt_0001113,2025-08-04,2025-08-05,acct_00311,Starter,APAC,In App,Billing,Low,Billing Operations,Resolved,66,8.96,72,False,4.7,False,False,5,1797.34,299,0.488
tkt_0001114,2025-08-05,2025-08-06,acct_04267,Free,EMEA,Email,Performance,Urgent,Technical Support,Resolved,120,13.69,4,True,,False,True,8,0,464,0.269
tkt_0001115,2025-08-01,2025-08-02,acct_03044,Starter,North America,Email,Bug,High,Product Support,Resolved,29,6.22,12,False,5,True,False,6,3520.84,341,0.511
tkt_0001116,2025-08-08,2025-08-10,acct_03278,Growth,EMEA,Email,Bug,High,Product Support,Resolved,89,33.46,12,True,5,False,False,7,18018.67,656,-0.082
tkt_0001117,2025-08-06,2025-08-07,acct_00756,Free,North America,Email,Account Access,Normal,Account Support,Resolved,97,8.02,36,False,,False,False,4,0,1048,0.441
tkt_0001118,2025-08-07,2025-08-08,acct_00971,Starter,North America,Email,Account Access,High,Account Support,Resolved,23,19.0,12,True,4.3,False,False,4,689.18,134,-0.121
tkt_0001119,2025-08-06,2025-08-07,acct_03856,Free,North America,In App,Billing,Low,Billing Operations,Resolved,18,2.65,72,False,5.0,False,False,8,0,423,-0.267
tkt_0001120,2025-08-02,2025-08-03,acct_01842,Growth,Latin America,Email,Integration,High,Technical Support,Resolved,61,4.55,12,False,4.6,False,False,4,11703.63,766,0.154
tkt_0001121,2025-08-04,2025-08-07,acct_02933,Starter,North America,Phone,How To,High,Customer Education,Resolved,80,60.15,12,True,3.6,False,False,5,4147.53,181,0.259
tkt_0001122,2025-08-02,2025-08-03,acct_00474,Growth,North America,Email,Billing,Low,Billing Operations,Resolved,22,1.56,72,False,,False,False,6,15648.43,1500,0.456
tkt_0001123,2025-08-06,2025-08-07,acct_00858,Growth,Latin America,Email,Bug,Urgent,Product Support,Resolved,27,10.97,4,True,,False,False,6,9131.38,493,-0.041
tkt_0001124,2025-08-05,2025-08-06,acct_00370,Growth,APAC,Chat,Bug,Low,Product Support,Resolved,9,11.05,72,False,4.1,False,False,6,5164.15,822,0.4
tkt_0001125,2025-08-04,2025-08-05,acct_02934,Starter,North America,In App,How To,Normal,Customer Education,Resolved,42,11.53,36,False,5,False,False,1,1126.89,1574,0.315
tkt_0001126,2025-08-01,2025-08-02,acct_04937,Free,APAC,Chat,Integration,Normal,Technical Support,Resolved,34,23.03,36,False,4.4,False,False,6,0,1666,0.843
tkt_0001127,2025-08-06,2025-08-07,acct_02049,Starter,North America,In App,How To,Normal,Customer Education,Resolved,55,3.89,36,False,4.9,False,False,5,2356.77,1784,0.452
tkt_0001128,2025-08-06,2025-08-07,acct_00762,Growth,EMEA,Email,Bug,High,Product Support,Resolved,81,14.41,12,True,5,False,False,5,11379.44,1494,-0.633
tkt_0001129,2025-07-30,2025-07-31,acct_01172,Growth,North America,Email,Integration,Low,Technical Support,Resolved,17,10.68,72,False,,False,False,5,21803.98,204,0.129
tkt_0001130,2025-08-03,2025-08-04,acct_04156,Growth,APAC,In App,Billing,High,Billing Operations,Resolved,41,8.31,12,False,4.5,False,False,6,25014.89,430,0.259
tkt_0001131,2025-08-05,2025-08-06,acct_00688,Starter,APAC,Chat,Bug,Normal,Product Support,Resolved,70,8.88,36,False,,False,False,7,924.95,1415,0.729
tkt_0001132,2025-08-02,2025-08-03,acct_05022,Growth,North America,Phone,How To,Normal,Customer Education,Resolved,21,3.2,36,False,5,False,False,6,12410.06,1042,0.545
tkt_0001133,2025-08-07,2025-08-08,acct_00893,Free,EMEA,In App,How To,High,Customer Education,Resolved,75,19.26,12,True,,False,False,2,0,1040,1
tkt_0001134,2025-08-04,2025-08-06,acct_01620,Starter,North America,Chat,Bug,Low,Product Support,Resolved,86,30.1,72,False,,False,False,7,2156.95,984,0.391
tkt_0001135,2025-08-07,2025-08-08,acct_02322,Growth,APAC,Email,Integration,Low,Technical Support,Resolved,17,19.28,72,False,,True,True,10,17593.42,1369,-0.12
tkt_0001136,2025-08-06,2025-08-09,acct_03212,Starter,Latin America,In App,Bug,Low,Product Support,Resolved,92,51.63,72,False,4.3,False,False,6,2740.5,1483,0.15
tkt_0001137,2025-08-04,2025-08-08,acct_04863,Growth,APAC,Phone,Bug,Normal,Product Support,Resolved,29,94.82,36,True,3.5,False,False,6,33128.17,665,0.635
tkt_0001138,2025-08-03,2025-08-04,acct_03635,Starter,North America,Chat,Account Access,Normal,Account Support,Resolved,37,6.71,36,False,4.7,False,False,6,1623.59,253,0.71
tkt_0001139,2025-08-08,2025-08-09,acct_03132,Growth,North America,Phone,Integration,High,Technical Support,Resolved,41,4.81,12,False,5,False,False,6,8869.42,916,0.851
tkt_0001140,2025-08-04,2025-08-06,acct_00778,Free,Latin America,Email,Bug,Normal,Product Support,Resolved,351,31.37,36,False,3.1,False,False,5,0,518,0.484
tkt_0001141,2025-08-05,2025-08-07,acct_03125,Enterprise,North America,Email,Bug,Low,Product Support,Resolved,55,27.41,72,False,5.0,False,False,4,116027.74,337,0.9
tkt_0001142,2025-08-03,2025-08-04,acct_01366,Starter,APAC,Chat,Bug,Low,Product Support,Resolved,124,3.96,72,False,5,False,False,9,830.2,540,0.704
tkt_0001143,2025-08-04,2025-08-05,acct_03157,Starter,North America,Email,Billing,Low,Billing Operations,Resolved,102,4.03,72,False,5,False,False,3,3456.84,660,0.286
tkt_0001144,2025-08-04,2025-08-06,acct_02874,Starter,EMEA,Email,Integration,Low,Technical Support,Resolved,54,45.42,72,False,,False,False,9,2810.8,1206,0.552
tkt_0001145,2025-08-04,2025-08-05,acct_00219,Enterprise,North America,Email,Integration,Low,Technical Support,Resolved,93,3.81,72,False,,False,False,10,162365.41,849,0.268
tkt_0001146,2025-08-03,2025-08-04,acct_01737,Starter,North America,Chat,Integration,Low,Technical Support,Resolved,99,14.75,72,False,4.9,False,False,2,640.86,752,0.484
tkt_0001147,2025-08-05,2025-08-06,acct_04815,Growth,EMEA,Phone,How To,Normal,Customer Education,Resolved,186,6.35,36,False,5,False,False,7,8342.99,58,0.543
tkt_0001148,2025-08-06,2025-08-08,acct_02779,Starter,North America,Email,Bug,Normal,Product Support,Resolved,37,26.91,36,False,,True,True,7,1748.25,1466,-0.269
tkt_0001149,2025-08-08,2025-08-09,acct_01837,Growth,North America,Phone,Billing,High,Billing Operations,Resolved,15,7.27,12,False,4.6,False,False,6,11718.31,913,-0.226
tkt_0001150,2025-08-03,2025-08-04,acct_04324,Growth,North America,Phone,Integration,Normal,Technical Support,Resolved,82,14.81,36,False,,False,False,3,7071.15,1027,0.636
tkt_0001151,2025-08-05,2025-08-07,acct_02344,Starter,North America,Phone,Performance,Normal,Technical Support,Resolved,59,42.22,36,True,4.7,False,False,7,1247.41,934,0.205
tkt_0001152,2025-08-06,2025-08-07,acct_04801,Free,EMEA,Phone,How To,Normal,Customer Education,Resolved,23,13.04,36,False,5,False,False,6,0,1727,0.295
tkt_0001153,2025-08-03,2025-08-04,acct_04376,Starter,EMEA,Chat,Account Access,Normal,Account Support,Resolved,56,11.71,36,False,,True,False,5,2649.89,1038,0.068
tkt_0001154,2025-08-05,2025-08-06,acct_04766,Growth,North America,Email,How To,Low,Customer Education,Resolved,54,20.32,72,False,,False,False,4,10341.02,785,0.776
tkt_0001155,2025-08-05,2025-08-06,acct_00039,Free,EMEA,Chat,Bug,Normal,Product Support,Resolved,217,10.08,36,False,4.1,False,False,9,0,1207,0.818
tkt_0001156,2025-08-02,2025-08-03,acct_00114,Starter,APAC,Email,Account Access,Low,Account Support,Resolved,33,1.5,72,False,5,False,False,4,788.34,104,0.792
tkt_0001157,2025-08-04,2025-08-05,acct_00719,Starter,Latin America,Chat,Bug,High,Product Support,Resolved,77,14.41,12,True,3.8,False,False,4,1447.18,449,-0.719
tkt_0001158,2025-08-06,2025-08-08,acct_03365,Starter,Latin America,In App,Bug,Normal,Product Support,Resolved,106,35.43,36,False,4.0,False,False,6,1282.36,1016,-0.152
tkt_0001159,2025-08-05,2025-08-06,acct_03970,Growth,North America,Phone,Integration,Normal,Technical Support,Resolved,14,8.43,36,False,5,False,False,9,7393.42,305,-0.51
tkt_0001160,2025-08-07,2025-08-08,acct_01059,Growth,North America,Chat,Performance,Urgent,Technical Support,Resolved,34,8.56,4,True,,False,False,7,12321.04,174,0.924
tkt_0001161,2025-08-07,2025-08-08,acct_00830,Enterprise,North America,In App,Billing,Normal,Billing Operations,Resolved,12,9.27,36,False,4.6,False,False,6,17299.28,273,0.143
tkt_0001162,2025-08-09,2025-08-10,acct_03584,Enterprise,EMEA,In App,Bug,Normal,Product Support,Resolved,65,7.54,36,False,5,False,False,4,61842.6,745,0.751
tkt_0001163,2025-08-05,2025-08-06,acct_01743,Free,North America,Phone,Bug,Normal,Product Support,Resolved,98,17.84,36,False,5,False,False,9,0,368,0.117
tkt_0001164,2025-08-04,2025-08-05,acct_00524,Growth,APAC,Chat,How To,Low,Customer Education,Resolved,82,3.88,72,False,,False,False,7,5984.84,554,0.347
tkt_0001165,2025-08-04,2025-08-06,acct_00604,Free,APAC,Phone,Performance,High,Technical Support,Resolved,107,46.26,12,True,4.0,False,False,9,0,1734,0.001
tkt_0001166,2025-08-05,2025-08-06,acct_04809,Enterprise,Latin America,Email,Integration,High,Technical Support,Resolved,34,4.31,12,False,5,False,False,6,195475.95,153,0.809
tkt_0001167,2025-08-08,2025-08-09,acct_03915,Growth,North America,Email,How To,Normal,Customer Education,Resolved,34,3.35,36,False,5,False,False,2,10685.2,1774,0.281
tkt_0001168,2025-08-03,2025-08-04,acct_03917,Free,APAC,In App,Billing,Normal,Billing Operations,Resolved,19,15.14,36,False,,False,False,5,0,1076,0.213
tkt_0001169,2025-08-05,2025-08-06,acct_04287,Free,APAC,Phone,Account Access,Low,Account Support,Resolved,52,19.15,72,False,4.5,False,False,6,0,1640,0.362
tkt_0001170,2025-08-04,2025-08-06,acct_03838,Starter,Latin America,Email,Performance,High,Technical Support,Resolved,75,40.83,12,True,,False,False,5,1903.72,662,0.099
tkt_0001171,2025-08-05,2025-08-06,acct_02891,Free,EMEA,In App,How To,Normal,Customer Education,Resolved,24,13.47,36,False,4.1,False,False,7,0,1706,-0.03
tkt_0001172,2025-08-03,2025-08-04,acct_00058,Starter,EMEA,In App,Billing,Normal,Billing Operations,Resolved,116,9.85,36,False,4.0,False,False,3,6482.73,1038,0.84
tkt_0001173,2025-08-06,2025-08-08,acct_00007,Free,EMEA,Phone,Billing,High,Billing Operations,Resolved,86,26.53,12,True,,False,False,3,0,1247,0.01
tkt_0001174,2025-08-05,2025-08-07,acct_03330,Growth,North America,Email,Performance,Low,Technical Support,Resolved,45,25.63,72,False,,False,False,6,8066.4,325,0.731
tkt_0001175,2025-08-05,2025-08-06,acct_01851,Growth,EMEA,Chat,Account Access,High,Account Support,Resolved,41,8.46,12,False,,False,False,3,9092.37,347,0.214
tkt_0001176,2025-08-05,2025-08-06,acct_03245,Growth,North America,Email,Bug,Normal,Product Support,Resolved,15,16.36,36,False,4.6,False,False,8,18674.98,1453,0.677
tkt_0001177,2025-08-08,2025-08-09,acct_01856,Growth,EMEA,Chat,Account Access,Low,Account Support,Resolved,43,6.29,72,False,,False,False,6,11106.01,1297,0.518
tkt_0001178,2025-08-04,2025-08-05,acct_03408,Enterprise,APAC,In App,Bug,Low,Product Support,Resolved,66,6.09,72,False,,True,False,7,68038.42,97,-0.301
tkt_0001179,2025-08-08,2025-08-09,acct_04270,Growth,EMEA,In App,How To,High,Customer Education,Resolved,40,1.7,12,False,5,False,False,1,9467.88,1168,0.048
tkt_0001180,2025-08-01,2025-08-02,acct_04747,Free,North America,In App,Account Access,Normal,Account Support,Resolved,56,7.9,36,False,4.6,False,False,4,0,64,0.319
tkt_0001181,2025-08-07,2025-08-08,acct_02429,Starter,North America,Phone,Performance,Normal,Technical Support,Resolved,117,21.29,36,False,4.4,False,False,6,2918.09,1190,0.139
tkt_0001182,2025-08-07,2025-08-08,acct_03663,Growth,APAC,Email,Performance,Normal,Technical Support,Resolved,76,16.22,36,False,4.2,True,True,8,38135.82,400,-0.087
tkt_0001183,2025-08-04,2025-08-05,acct_02807,Starter,North America,Chat,Bug,Normal,Product Support,Resolved,106,18.03,36,False,5,False,False,9,1720.27,1484,0.355
tkt_0001184,2025-08-07,2025-08-10,acct_04333,Growth,North America,Email,Bug,Low,Product Support,Resolved,35,56.51,72,False,4.0,False,False,6,9158.15,140,0.172
tkt_0001185,2025-08-05,2025-08-06,acct_02943,Free,North America,Chat,Integration,Normal,Technical Support,Resolved,92,12.53,36,False,4.7,False,False,7,0,1133,0.135
tkt_0001186,2025-08-09,2025-08-11,acct_01095,Free,EMEA,In App,Bug,Low,Product Support,Resolved,97,32.87,72,False,,False,False,8,0,1052,0.231
tkt_0001187,2025-08-03,2025-08-08,acct_02981,Free,North America,Email,Bug,Urgent,Product Support,Resolved,23,98.1,4,True,,False,False,2,0,971,0.368
tkt_0001188,2025-08-05,2025-08-07,acct_05164,Free,North America,Email,Integration,Normal,Technical Support,Resolved,61,31.28,36,False,5,False,False,6,0,764,0.188
tkt_0001189,2025-08-05,2025-08-06,acct_02349,Free,EMEA,Email,Bug,High,Product Support,Resolved,70,17.53,12,True,,False,True,9,0,1636,-0.293
tkt_0001190,2025-08-04,2025-08-05,acct_04347,Free,APAC,Email,How To,Normal,Customer Education,Resolved,48,7.18,36,False,5,False,False,6,0,839,0.799
tkt_0001191,2025-08-08,2025-08-10,acct_04788,Free,North America,Email,Bug,Normal,Product Support,Resolved,102,27.11,36,False,3.6,False,False,8,0,1428,1
tkt_0001192,2025-08-09,2025-08-10,acct_00322,Enterprise,EMEA,Email,Bug,Low,Product Support,Resolved,130,8.18,72,False,5.0,False,False,6,108183.63,1588,0.479
tkt_0001193,2025-08-07,2025-08-08,acct_00305,Starter,EMEA,In App,Billing,High,Billing Operations,Resolved,52,4.06,12,False,4.0,False,False,9,2320.66,992,0.192
tkt_0001194,2025-08-04,2025-08-05,acct_01988,Free,North America,Chat,Bug,Low,Product Support,Resolved,464,7.05,72,False,4.9,False,False,6,0,910,0.334
tkt_0001195,2025-08-09,2025-08-10,acct_05108,Starter,North America,In App,Integration,Normal,Technical Support,Resolved,53,19.41,36,False,4.0,False,False,2,3830.04,84,-0.1
tkt_0001196,2025-08-05,2025-08-07,acct_04627,Growth,North America,Chat,Integration,Low,Technical Support,Resolved,74,36.72,72,False,5,False,True,7,16988.93,1687,-0.201
tkt_0001197,2025-08-11,2025-08-12,acct_00018,Growth,EMEA,In App,Performance,Low,Technical Support,Resolved,105,22.81,72,False,4.8,False,False,9,10381.15,872,0.297
tkt_0001198,2025-08-08,2025-08-09,acct_00826,Growth,APAC,Email,How To,Low,Customer Education,Resolved,16,1.57,72,False,4.2,False,False,7,9261.62,718,0.751
tkt_0001199,2025-08-08,2025-08-09,acct_00518,Growth,APAC,In App,Account Access,Low,Account Support,Resolved,23,4.93,72,False,,False,False,6,12421.44,1268,0.633
tkt_0001200,2025-08-07,2025-08-08,acct_03736,Starter,North America,Chat,Integration,Normal,Technical Support,Resolved,85,10.58,36,False,,False,False,7,1406.07,1797,1
tkt_0001201,2025-08-09,2025-08-10,acct_00574,Enterprise,North America,Phone,Billing,Urgent,Billing Operations,Resolved,64,3.98,4,False,4.9,False,True,14,72685.35,362,-0.392
tkt_0001202,2025-08-03,2025-08-05,acct_04749,Free,North America,In App,Bug,Normal,Product Support,Resolved,27,24.01,36,False,,False,True,12,0,1570,0.17
tkt_0001203,2025-08-06,2025-08-09,acct_01296,Free,APAC,Email,Performance,Low,Technical Support,Resolved,193,58.72,72,False,,False,False,2,0,602,0.495
tkt_0001204,2025-08-08,2025-08-09,acct_04409,Free,APAC,Chat,How To,Normal,Customer Education,Resolved,22,5.13,36,False,,False,False,8,0,940,0.04
tkt_0001205,2025-08-04,2025-08-06,acct_01688,Starter,North America,In App,Performance,Normal,Technical Support,Resolved,89,42.31,36,True,5,False,False,3,2727.52,1710,0.275
tkt_0001206,2025-08-09,2025-08-10,acct_00988,Growth,EMEA,Chat,Billing,Urgent,Billing Operations,Resolved,17,5.31,4,True,5,False,False,2,19169.91,1365,0.132
tkt_0001207,2025-08-08,2025-08-09,acct_02563,Growth,EMEA,Chat,Integration,Normal,Technical Support,Resolved,40,9.4,36,False,5,False,False,6,14638.82,446,0.295
tkt_0001208,2025-08-03,2025-08-04,acct_03447,Enterprise,North America,Email,How To,High,Customer Education,Resolved,15,2.48,12,False,4.3,False,False,3,104432.1,1461,0.157
tkt_0001209,2025-08-07,2025-08-08,acct_04852,Free,North America,Chat,Bug,Low,Product Support,Resolved,39,20.67,72,False,4.4,False,False,5,0,960,0.11
tkt_0001210,2025-08-03,2025-08-04,acct_04021,Free,North America,Phone,How To,Normal,Customer Education,Resolved,67,19.83,36,False,4.8,False,False,4,0,306,0.429
tkt_0001211,2025-08-09,2025-08-10,acct_03767,Growth,APAC,Email,Account Access,Normal,Account Support,Resolved,45,3.18,36,False,4.7,False,False,1,12349.65,853,0.313
tkt_0001212,2025-08-07,2025-08-08,acct_03293,Growth,Latin America,Email,How To,High,Customer Education,Resolved,27,9.68,12,False,4.7,False,False,7,26928.23,1138,0.991
tkt_0001213,2025-08-08,2025-08-09,acct_03692,Free,North America,Email,How To,Normal,Customer Education,Resolved,62,15.0,36,False,5,False,False,6,0,1374,0.437
tkt_0001214,2025-08-05,2025-08-06,acct_01311,Growth,Latin America,In App,Account Access,High,Account Support,Resolved,35,2.71,12,False,5,False,False,5,14641.78,1365,0.232
tkt_0001215,2025-08-08,2025-08-09,acct_05121,Enterprise,Latin America,Chat,Bug,Low,Product Support,Resolved,41,15.8,72,False,,True,False,4,234770.84,221,0.806
tkt_0001216,2025-08-07,2025-08-09,acct_04976,Starter,APAC,Email,How To,Normal,Customer Education,Resolved,11,25.7,36,False,3.6,False,False,6,1692.51,863,0.501
tkt_0001217,2025-08-08,2025-08-09,acct_02489,Growth,EMEA,Phone,Account Access,High,Account Support,Resolved,69,6.67,12,False,4.7,False,False,6,13915.36,1668,0.292
tkt_0001218,2025-08-06,2025-08-07,acct_02206,Starter,North America,In App,Billing,Normal,Billing Operations,Resolved,12,14.82,36,False,,False,False,4,1523.27,747,0.324
tkt_0001219,2025-08-11,2025-08-12,acct_00539,Enterprise,North America,Phone,How To,Normal,Customer Education,Resolved,39,15.78,36,False,4.5,False,False,4,102413.02,1322,0.196
tkt_0001220,2025-08-06,2025-08-07,acct_04334,Free,EMEA,Email,Bug,High,Product Support,Resolved,124,18.18,12,True,,False,False,5,0,769,0.392
tkt_0001221,2025-08-08,2025-08-09,acct_01035,Free,North America,In App,How To,Normal,Customer Education,Resolved,57,2.41,36,False,,False,False,6,0,358,0.228
tkt_0001222,2025-08-06,2025-08-07,acct_01171,Free,APAC,Email,Billing,Low,Billing Operations,Resolved,49,12.13,72,False,4.8,False,False,5,0,803,0.371
tkt_0001223,2025-08-05,2025-08-07,acct_00906,Starter,North America,Chat,Integration,High,Technical Support,Resolved,66,31.7,12,True,4.0,False,True,12,693.09,160,-0.225
tkt_0001224,2025-08-03,2025-08-04,acct_04713,Growth,North America,In App,Integration,High,Technical Support,Resolved,53,7.36,12,False,4.3,False,False,7,22552.91,605,0.397
tkt_0001225,2025-08-05,2025-08-06,acct_03001,Free,North America,In App,How To,Low,Customer Education,Resolved,36,7.24,72,False,,False,False,3,0,1288,-0.323
tkt_0001226,2025-08-11,2025-08-12,acct_04296,Starter,EMEA,In App,Performance,Normal,Technical Support,Resolved,79,15.57,36,False,,True,False,7,2150.84,732,0.527
tkt_0001227,2025-08-08,2025-08-09,acct_00447,Growth,North America,Chat,Account Access,Normal,Account Support,Resolved,68,1.65,36,False,5,False,False,6,8351.77,570,0.88
tkt_0001228,2025-08-07,2025-08-08,acct_00774,Growth,EMEA,Email,How To,High,Customer Education,Resolved,11,7.14,12,False,,False,False,1,12557.0,1717,0.08
tkt_0001229,2025-08-07,2025-08-08,acct_00562,Free,EMEA,Email,Billing,Normal,Billing Operations,Resolved,387,8.87,36,False,,False,False,5,0,1511,0.572
tkt_0001230,2025-08-03,2025-08-04,acct_04647,Starter,North America,In App,Account Access,Normal,Account Support,Resolved,62,3.07,36,False,4.0,False,True,10,1496.06,197,0.362
tkt_0001231,2025-08-08,2025-08-09,acct_03330,Free,North America,In App,How To,Normal,Customer Education,Resolved,143,9.72,36,False,4.6,False,False,1,0,1443,1
tkt_0001232,2025-08-09,2025-08-10,acct_04042,Growth,EMEA,Email,Integration,Urgent,Technical Support,Resolved,59,8.17,4,True,5,False,False,8,11677.87,548,0.666
tkt_0001233,2025-08-09,2025-08-10,acct_00028,Starter,APAC,Phone,Account Access,Normal,Account Support,Resolved,32,13.81,36,False,,False,False,7,1167.64,1557,0.716
tkt_0001234,2025-08-07,2025-08-08,acct_03670,Growth,North America,In App,Bug,Normal,Product Support,Resolved,107,10.88,36,False,,False,False,7,19979.93,107,-0.115
tkt_0001235,2025-08-09,2025-08-10,acct_03864,Free,North America,Email,Billing,Normal,Billing Operations,Resolved,66,4.96,36,False,,False,False,4,0,241,0.163
tkt_0001236,2025-08-08,2025-08-09,acct_01078,Growth,APAC,In App,How To,Normal,Customer Education,Resolved,51,2.28,36,False,3.8,False,False,5,17885.39,1097,0.712
tkt_0001237,2025-08-06,2025-08-07,acct_03072,Enterprise,EMEA,Chat,How To,Normal,Customer Education,Resolved,47,1.39,36,False,5.0,False,False,1,31216.74,1630,0.488
tkt_0001238,2025-08-08,2025-08-09,acct_03922,Free,APAC,Email,How To,Low,Customer Education,Resolved,14,10.39,72,False,4.8,True,False,4,0,735,0.743
tkt_0001239,2025-08-06,2025-08-07,acct_03363,Growth,APAC,Email,How To,High,Customer Education,Resolved,14,6.16,12,False,,False,False,5,16658.65,968,0.564
tkt_0001240,2025-08-08,2025-08-09,acct_00838,Growth,EMEA,Email,Integration,High,Technical Support,Resolved,134,12.22,12,True,,False,False,4,8144.78,351,-0.249
tkt_0001241,2025-08-06,2025-08-07,acct_02637,Free,North America,Chat,How To,Normal,Customer Education,Resolved,26,16.79,36,False,4.7,False,False,6,0,703,0.102
tkt_0001242,2025-08-05,2025-08-06,acct_03669,Growth,North America,In App,Integration,Normal,Technical Support,Resolved,47,21.17,36,False,,False,False,8,20471.14,1081,0.525
tkt_0001243,2025-08-08,2025-08-09,acct_00861,Enterprise,EMEA,In App,Bug,Normal,Product Support,Resolved,45,5.66,36,False,,False,False,7,59159.33,1699,-0.211
tkt_0001244,2025-08-07,2025-08-08,acct_01705,Growth,North America,Email,Bug,Low,Product Support,Resolved,53,11.9,72,False,,False,True,8,8744.21,886,0.162
tkt_0001245,2025-08-08,2025-08-09,acct_01102,Growth,APAC,In App,Integration,Low,Technical Support,Resolved,52,11.97,72,False,,False,False,6,8063.01,370,0.399
tkt_0001246,2025-08-10,2025-08-11,acct_01821,Free,North America,Chat,Billing,Normal,Billing Operations,Resolved,26,9.39,36,False,4.8,False,False,5,0,545,0.223
tkt_0001247,2025-08-07,2025-08-08,acct_03982,Starter,North America,In App,Integration,Low,Technical Support,Resolved,63,11.02,72,False,,False,False,6,866.49,295,0.431
tkt_0001248,2025-08-08,2025-08-09,acct_02261,Starter,North America,Email,Billing,Normal,Billing Operations,Resolved,9,4.29,36,False,,False,False,6,1925.02,328,0.594
tkt_0001249,2025-08-09,2025-08-10,acct_04878,Starter,APAC,Email,Account Access,Normal,Account Support,Resolved,40,3.98,36,False,4.8,False,False,7,2454.1,244,0.231
tkt_0001250,2025-08-08,2025-08-09,acct_03000,Growth,North America,In App,How To,Low,Customer Education,Resolved,25,1.07,72,False,5,False,False,6,16774.51,1436,0.485
tkt_0001251,2025-08-04,2025-08-05,acct_03959,Enterprise,North America,Chat,Performance,Urgent,Technical Support,Resolved,47,1.14,4,False,,False,False,8,92553.31,1073,0.575
tkt_0001252,2025-08-11,2025-08-12,acct_01037,Growth,North America,Chat,Account Access,High,Account Support,Resolved,45,13.33,12,True,5,False,False,9,5743.12,583,0.045
tkt_0001253,2025-08-08,2025-08-09,acct_03155,Free,North America,In App,Bug,Low,Product Support,Resolved,44,11.03,72,False,4.9,False,False,9,0,1654,0.484
tkt_0001254,2025-08-09,2025-08-10,acct_00513,Growth,APAC,Chat,Billing,High,Billing Operations,Resolved,102,5.82,12,False,4.9,False,False,7,4668.55,1213,-0.257
tkt_0001255,2025-08-10,2025-08-11,acct_03769,Free,EMEA,Email,How To,Low,Customer Education,Resolved,15,7.71,72,False,3.9,False,False,8,0,1679,0.065
tkt_0001256,2025-08-09,2025-08-10,acct_00609,Enterprise,North America,In App,Performance,High,Technical Support,Resolved,15,21.6,12,True,,True,False,3,271789.44,1602,0.239
tkt_0001257,2025-08-08,2025-08-09,acct_02007,Growth,North America,Email,Billing,Normal,Billing Operations,Resolved,50,3.64,36,False,4.5,False,False,5,4862.49,854,-0.317
tkt_0001258,2025-08-07,2025-08-08,acct_03943,Growth,North America,Email,How To,High,Customer Education,Resolved,8,9.91,12,False,,False,False,4,7516.56,565,0.171
tkt_0001259,2025-08-08,2025-08-10,acct_01816,Free,APAC,Email,Billing,High,Billing Operations,Resolved,42,29.29,12,True,4.3,False,False,8,0,1212,-0.035
tkt_0001260,2025-08-08,2025-08-10,acct_03846,Growth,APAC,Phone,Billing,Low,Billing Operations,Resolved,38,28.9,72,False,3.2,False,True,11,15150.37,986,-0.39
tkt_0001261,2025-08-13,2025-08-14,acct_04190,Growth,North America,Email,Integration,Low,Technical Support,Resolved,106,7.2,72,False,4.8,False,False,4,14189.81,54,1
tkt_0001262,2025-08-15,2025-08-16,acct_01190,Growth,North America,In App,Integration,Normal,Technical Support,Resolved,55,14.94,36,False,4.0,False,False,5,8217.65,678,0.09
tkt_0001263,2025-08-09,2025-08-10,acct_01112,Starter,North America,In App,How To,High,Customer Education,Resolved,70,5.82,12,False,4.0,False,False,7,1030.52,189,0.369
tkt_0001264,2025-08-09,2025-08-10,acct_02629,Growth,North America,Phone,Integration,Normal,Technical Support,Resolved,45,4.81,36,False,4.8,False,False,7,14195.89,473,0.421
tkt_0001265,2025-08-10,2025-08-11,acct_01290,Free,APAC,Phone,Billing,Normal,Billing Operations,Resolved,40,22.68,36,False,,False,False,5,0,1500,0.579
tkt_0001266,2025-08-08,2025-08-09,acct_04660,Starter,North America,Chat,Integration,Normal,Technical Support,Resolved,56,11.8,36,False,4.9,False,False,4,2530.52,715,0.17
tkt_0001267,2025-08-07,2025-08-09,acct_04321,Starter,EMEA,In App,Integration,Low,Technical Support,Resolved,311,32.17,72,False,3.0,False,False,2,1603.48,679,0.453
tkt_0001268,2025-08-07,2025-08-08,acct_05167,Starter,North America,Email,Bug,Low,Product Support,Resolved,180,23.73,72,False,4.3,False,False,5,2835.09,1334,0.488
tkt_0001269,2025-08-09,2025-08-10,acct_00879,Growth,Latin America,Email,Account Access,Low,Account Support,Resolved,19,20.95,72,False,4.6,False,False,6,6299.61,1465,0.686
tkt_0001270,2025-08-10,2025-08-11,acct_03280,Growth,EMEA,In App,Bug,High,Product Support,Resolved,32,9.29,12,False,5,False,False,7,18530.17,1092,0.25
