week_start,account_id,plan,region,industry,acquisition_channel,account_age_weeks,seats,weekly_active_users,invited_users,sessions,core_actions,feature_a_users,feature_b_users,activation_rate,retention_rate_4w,nps_score,mrr_usd,expansion_mrr_usd,support_tickets,churned
2026-01-26,acct_00481,Growth,EMEA,Professional Services,Content,179,22,16,17,124,143,9,7,0.4706,0.6495,44,712.33,14.51,2,False
2026-01-26,acct_00482,Enterprise,North America,Professional Services,Partner,66,245,245,245,976,4131,223,183,0.8286,0.857,80,4634.12,20.34,7,False
2026-01-26,acct_00483,Starter,EMEA,Software,Outbound,71,18,15,16,79,216,11,9,0.625,0.7403,87,169.64,2.18,1,False
2026-01-26,acct_00484,Starter,EMEA,Manufacturing,Content,140,18,11,15,41,127,7,5,0.4,0.6882,,169.64,3.61,2,False
2026-01-26,acct_00485,Free,Latin America,Professional Services,Partner,7,3,0,2,0,0,0,0,0,0.4517,22,0,0,1,False
2026-01-26,acct_00486,Free,EMEA,Manufacturing,Partner,69,4,0,3,0,0,0,0,0,0.6547,25,0,0,2,False
2026-01-26,acct_00487,Enterprise,North America,Software,Organic,46,426,316,335,2310,6768,207,155,0.5403,0.6655,45,5684.91,36.77,11,False
2026-01-26,acct_00488,Free,Latin America,Software,Content,119,3,3,3,12,13,1,1,0.3333,0.531,-29,0,0,3,False
2026-01-26,acct_00489,Free,APAC,Software,Organic,168,3,0,3,0,0,0,0,0,0.704,52,0,0,0,False
2026-01-26,acct_00490,Starter,North America,Software,Organic,32,8,7,7,21,66,4,3,0.5,0.6166,36,138.22,1.78,1,False
2026-01-26,acct_00491,Starter,North America,Software,Outbound,40,3,1,3,4,12,1,1,0.3333,0.7493,57,122.52,0.99,2,False
2026-01-26,acct_00492,Free,EMEA,Retail,Organic,66,5,1,3,4,7,0,0,0,0.4399,,0,0,0,False
2026-01-26,acct_00493,Enterprise,North America,Healthcare,Paid Search,182,175,118,128,410,1150,70,50,0.4688,0.6246,,4214.98,86.3,6,False
2026-01-26,acct_00494,Free,North America,Financial Services,Organic,44,4,1,3,3,7,1,0,0.1667,0.4987,10,0,0,0,False
2026-01-26,acct_00495,Growth,EMEA,Professional Services,Organic,10,22,18,22,102,309,15,12,0.6136,0.8599,,712.33,1.79,1,False
2026-01-26,acct_00496,Free,North America,Healthcare,Organic,150,7,5,6,38,142,3,2,0.4167,0.6209,35,0,0,1,False
2026-01-26,acct_00497,Starter,EMEA,Healthcare,Organic,132,11,4,7,24,43,2,1,0.2143,0.5661,,147.65,1.28,3,False
2026-01-26,acct_00498,Starter,North America,Manufacturing,Organic,62,8,7,7,51,100,4,3,0.5,0.6182,61,138.22,0.66,2,False
2026-01-26,acct_00499,Growth,EMEA,Software,Organic,132,46,43,46,298,565,35,28,0.6848,0.9157,62,827.84,0,0,False
2026-01-26,acct_00500,Free,APAC,Software,Content,20,2,0,1,0,0,0,0,0,0.3143,-8,0,0,3,False
2026-02-02,acct_00001,Growth,EMEA,Professional Services,Organic,55,69,55,65,161,448,39,30,0.5308,0.7425,,937.42,14.91,1,False
2026-02-02,acct_00002,Growth,EMEA,Healthcare,Outbound,132,35,27,32,189,460,18,14,0.5,0.6981,,773.13,5.87,1,False
2026-02-02,acct_00003,Free,APAC,Retail,Outbound,164,3,2,2,9,11,1,1,0.5,0.5609,,0,0,3,False
2026-02-02,acct_00004,Starter,APAC,Software,Paid Search,23,14,11,11,67,133,7,5,0.5455,0.655,,157.69,2.03,0,False
2026-02-02,acct_00005,Starter,North America,Manufacturing,Paid Search,181,11,4,8,10,26,2,2,0.25,0.6369,,148.23,2.39,1,False
2026-02-02,acct_00006,Growth,APAC,Healthcare,Organic,106,26,18,22,62,89,12,9,0.4773,0.6179,,734.47,0,0,False
2026-02-02,acct_00007,Growth,North America,Professional Services,Organic,38,44,38,41,191,512,29,23,0.6341,0.8112,,816.62,5.3,3,False
2026-02-02,acct_00008,Growth,Latin America,Financial Services,Organic,42,32,24,24,160,302,12,8,0.4167,0.4363,,763.46,0,2,False
2026-02-02,acct_00009,Free,North America,Software,Content,126,3,2,2,15,43,1,1,0.5,0.4828,,0,0,4,False
2026-02-02,acct_00010,Growth,EMEA,Healthcare,Outbound,145,34,26,32,76,249,17,13,0.4688,0.7027,,773.13,4.76,2,False
2026-02-02,acct_00011,Enterprise,EMEA,Financial Services,Organic,131,102,59,77,376,970,30,20,0.3247,0.5418,,3798.99,82.6,4,False
2026-02-02,acct_00012,Free,EMEA,Software,Organic,99,3,1,2,7,8,0,0,0,0.4563,,0,0,3,False
2026-02-02,acct_00013,Starter,North America,Software,Organic,10,9,5,7,31,80,2,1,0.2143,0.5053,,141.92,1.3,2,False
2026-02-02,acct_00014,Free,North America,Retail,Content,65,2,0,1,0,0,0,0,0,0.2167,,0,0,2,False
2026-02-02,acct_00015,Growth,APAC,Professional Services,Outbound,28,32,22,30,57,140,14,11,0.4167,0.6655,,763.46,8.75,1,False
2026-02-02,acct_00016,Growth,Latin America,Manufacturing,Content,8,51,42,46,184,802,31,24,0.5978,0.7407,,850.44,2.46,2,False
2026-02-02,acct_00017,Enterprise,North America,Software,Paid Search,85,67,53,55,276,581,37,28,0.5909,0.728,,3597.49,0,2,False
2026-02-02,acct_00018,Growth,North America,Software,Outbound,93,104,99,104,285,1317,86,70,0.75,0.8685,,1101.71,9.05,3,False
2026-02-02,acct_00019,Free,APAC,Healthcare,Content,125,2,2,2,14,35,1,1,0.5,0.6002,,0,0,3,False
2026-02-02,acct_00020,Starter,North America,Professional Services,Organic,154,8,4,6,14,15,2,1,0.25,0.5002,,138.77,0.77,2,False
2026-02-02,acct_00021,Starter,APAC,Retail,Outbound,159,9,6,6,39,101,3,2,0.4167,0.501,,141.92,2.16,2,False
2026-02-02,acct_00022,Starter,North America,Healthcare,Content,90,20,10,12,62,132,5,3,0.3333,0.527,,176.61,0,2,False
2026-02-02,acct_00023,Free,EMEA,Financial Services,Outbound,180,2,2,2,8,17,1,1,0.5,0.5464,,0,0,1,False
2026-02-02,acct_00024,Enterprise,APAC,Software,Outbound,78,131,97,116,610,1487,65,49,0.4914,0.6929,,3970.87,77.75,4,False
2026-02-02,acct_00025,Free,EMEA,Software,Partner,77,4,0,2,0,0,0,0,0,0.3367,,0,0,2,False
2026-02-02,acct_00026,Enterprise,APAC,Financial Services,Outbound,164,133,128,130,385,1516,111,90,0.7731,0.8893,,3982.72,9.83,1,False
2026-02-02,acct_00027,Free,North America,Manufacturing,Organic,93,13,3,5,12,9,1,0,0.1,0.2642,,0,0,4,False
2026-02-02,acct_00028,Free,EMEA,Software,Organic,43,3,2,2,15,28,1,1,0.5,0.5109,,0,0,3,False
2026-02-02,acct_00029,Starter,Latin America,Retail,Outbound,119,11,7,7,23,45,3,2,0.3571,0.4536,,148.23,0.05,3,False
2026-02-02,acct_00030,Starter,APAC,Manufacturing,Outbound,37,10,7,10,23,52,5,4,0.45,0.7663,,145.08,0.84,0,False
2026-02-02,acct_00031,Free,EMEA,Retail,Content,143,4,1,3,5,9,1,0,0.1667,0.5517,,0,0,3,False
2026-02-02,acct_00032,Starter,EMEA,Software,Organic,44,16,9,14,26,55,5,4,0.3214,0.5912,,164.0,3.49,1,False
2026-02-02,acct_00033,Growth,EMEA,Retail,Content,100,41,37,41,246,724,30,24,0.6585,0.811,,806.95,0,4,False
2026-02-02,acct_00034,Enterprise,APAC,Retail,Organic,45,114,104,114,724,2243,86,68,0.6754,0.8255,,3870.11,12.35,1,False
2026-02-02,acct_00035,Free,APAC,Retail,Organic,163,4,4,4,12,30,2,1,0.375,0.4647,,0,0,2,False
2026-02-02,acct_00036,Free,North America,Software,Content,21,10,8,8,20,60,5,3,0.5,0.6521,,0,0,1,False
2026-02-02,acct_00037,Free,EMEA,Software,Organic,72,3,3,3,12,19,2,1,0.5,0.6792,,0,0,2,False
2026-02-02,acct_00038,Free,North America,Financial Services,Content,183,4,3,3,16,39,2,1,0.5,0.5362,,0,0,0,False
2026-02-02,acct_00039,Starter,North America,Retail,Organic,167,13,11,13,64,106,8,6,0.5385,0.7178,,154.54,0,1,False
2026-02-02,acct_00040,Growth,North America,Financial Services,Organic,74,62,41,47,120,402,25,18,0.4574,0.6014,,908.42,11.87,2,False
2026-02-02,acct_00041,Growth,EMEA,Professional Services,Content,24,54,42,48,111,223,27,20,0.4896,0.7445,,869.77,0,2,False
2026-02-02,acct_00042,Growth,EMEA,Financial Services,Paid Search,81,23,19,22,108,179,14,10,0.5455,0.7473,,719.98,7.07,1,False
2026-02-02,acct_00043,Free,North America,Financial Services,Partner,134,6,6,6,40,110,4,3,0.5833,0.6442,,0,0,1,False
2026-02-02,acct_00044,Starter,EMEA,Software,Content,121,13,10,13,44,175,7,6,0.5,0.7742,,154.54,0.92,2,False
2026-02-02,acct_00045,Enterprise,APAC,Healthcare,Paid Search,152,127,127,127,577,999,115,93,0.8189,0.9429,,3947.16,23.12,2,False
2026-02-02,acct_00046,Starter,North America,Manufacturing,Paid Search,76,7,5,7,30,61,4,3,0.5,0.6742,,135.61,1.82,1,False
2026-02-02,acct_00047,Starter,North America,Professional Services,Paid Search,158,13,8,12,60,117,5,4,0.375,0.7275,,154.54,3.35,2,False
2026-02-02,acct_00048,Growth,North America,Professional Services,Organic,175,85,53,58,394,584,28,19,0.4052,0.5377,,1014.73,14.46,3,False
2026-02-02,acct_00049,Free,North America,Software,Outbound,147,5,2,4,13,42,1,1,0.25,0.5814,,0,0,2,False
2026-02-02,acct_00050,Growth,North America,Retail,Outbound,112,39,31,32,192,260,20,15,0.5469,0.6596,,797.29,12.31,3,False
2026-02-02,acct_00051,Growth,APAC,Professional Services,Paid Search,165,56,43,46,202,513,31,23,0.587,0.7175,,879.43,0,2,False
2026-02-02,acct_00052,Free,North America,Software,Paid Search,76,5,5,5,21,83,4,3,0.7,0.6848,,0,0,2,False
2026-02-02,acct_00053,Starter,North America,Manufacturing,Paid Search,164,12,9,10,22,37,6,5,0.55,0.6942,,151.38,0,1,False
2026-02-02,acct_00054,Growth,North America,Software,Organic,71,36,20,28,116,335,10,7,0.3036,0.5109,,782.79,0,2,False
2026-02-02,acct_00055,Starter,Latin America,Healthcare,Outbound,85,11,7,10,29,66,5,4,0.45,0.709,,148.23,4.75,2,False
2026-02-02,acct_00056,Free,EMEA,Retail,Organic,99,4,3,4,12,35,2,1,0.375,0.6484,,0,0,3,False
2026-02-02,acct_00057,Starter,APAC,Software,Content,45,7,4,5,16,42,2,1,0.3,0.5094,,135.61,0,3,False
2026-02-02,acct_00058,Free,EMEA,Software,Paid Search,106,3,2,2,7,12,1,0,0.25,0.306,,0,0,2,False
2026-02-02,acct_00059,Starter,North America,Financial Services,Partner,81,14,4,8,30,42,2,1,0.1875,0.4968,,157.69,4.73,3,False
2026-02-02,acct_00060,Free,North America,Healthcare,Organic,110,4,3,3,16,36,1,1,0.3333,0.5083,,0,0,2,False
2026-02-02,acct_00061,Starter,EMEA,Software,Outbound,61,18,12,14,43,88,7,5,0.4286,0.5479,,170.31,0,4,False
2026-02-02,acct_00062,Starter,Latin America,Professional Services,Organic,182,21,15,20,50,212,11,8,0.475,0.764,,179.77,1.13,1,False
2026-02-02,acct_00063,Starter,North America,Retail,Partner,84,19,16,16,46,87,10,7,0.5312,0.6344,,173.46,3.88,0,False
2026-02-02,acct_00064,Growth,North America,Financial Services,Organic,106,23,21,23,108,395,17,14,0.6739,0.8626,,719.98,2.79,1,False
2026-02-02,acct_00065,Starter,EMEA,Financial Services,Content,51,12,11,11,39,74,8,6,0.6364,0.7092,,151.38,1.85,0,False
2026-02-02,acct_00066,Free,North America,Professional Services,Organic,138,6,5,5,32,69,3,2,0.5,0.55,,0,0,1,False
2026-02-02,acct_00067,Free,North America,Financial Services,Organic,129,5,1,2,2,3,0,0,0,0.2499,,0,0,2,False
2026-02-02,acct_00068,Free,EMEA,Manufacturing,Outbound,137,5,5,5,28,35,2,1,0.3,0.342,,0,0,3,False
2026-02-02,acct_00069,Growth,North America,Retail,Outbound,176,25,25,25,158,795,23,19,0.84,0.9596,,729.64,0,0,False
2026-02-02,acct_00070,Growth,Latin America,Professional Services,Partner,45,25,23,25,80,345,20,16,0.72,0.9053,,729.64,3.17,0,False
2026-02-02,acct_00071,Free,APAC,Software,Paid Search,171,3,1,2,7,9,0,0,0,0.4618,,0,0,3,False
2026-02-02,acct_00072,Growth,EMEA,Software,Partner,46,36,32,32,141,421,22,16,0.5938,0.704,,777.96,1.99,1,False
2026-02-02,acct_00073,Free,North America,Professional Services,Partner,118,3,2,2,12,31,1,1,0.5,0.5239,,0,0,1,False
2026-02-02,acct_00074,Starter,North America,Retail,Organic,73,19,15,17,113,384,10,8,0.5294,0.713,,173.46,0,0,False
2026-02-02,acct_00075,Starter,North America,Software,Paid Search,101,14,14,14,94,296,11,9,0.7143,0.8051,,157.69,0,0,False
2026-02-02,acct_00076,Starter,North America,Manufacturing,Partner,168,9,5,6,20,52,2,1,0.25,0.4472,,141.92,2.47,3,False
2026-02-02,acct_00077,Starter,North America,Healthcare,Content,106,15,8,10,60,127,4,3,0.35,0.5447,,160.85,2.76,3,False
2026-02-02,acct_00078,Starter,EMEA,Manufacturing,Content,112,6,0,4,0,0,0,0,0,0.5659,,132.46,0,3,False
2026-02-02,acct_00079,Growth,North America,Healthcare,Paid Search,13,45,39,44,198,450,29,22,0.5795,0.7632,,826.28,0,1,False
2026-02-02,acct_00080,Starter,EMEA,Healthcare,Organic,114,16,14,14,63,230,10,8,0.6429,0.7191,,164.0,0.65,3,False
2026-02-02,acct_00081,Free,EMEA,Software,Paid Search,143,4,3,3,8,11,2,1,0.5,0.5209,,0,0,1,False
2026-02-02,acct_00082,Starter,North America,Software,Partner,80,11,8,8,39,106,5,3,0.5,0.5438,,148.23,0,3,False
2026-02-02,acct_00083,Free,APAC,Professional Services,Organic,145,2,2,2,7,21,1,1,0.5,0.6291,,0,0,1,False
2026-02-02,acct_00084,Free,North America,Manufacturing,Outbound,149,4,2,2,7,18,1,1,0.5,0.504,,0,0,2,False
2026-02-02,acct_00085,Growth,North America,Healthcare,Content,89,52,31,40,84,222,16,11,0.3375,0.5104,,855.27,5.12,2,False
2026-02-02,acct_00086,Starter,EMEA,Software,Organic,140,9,5,8,23,97,4,3,0.4375,0.7325,,141.92,2.28,1,False
2026-02-02,acct_00087,Starter,APAC,Software,Paid Search,169,11,8,8,61,118,4,3,0.4375,0.553,,148.23,0.95,1,False
2026-02-02,acct_00088,Growth,North America,Manufacturing,Outbound,57,36,32,36,224,795,24,19,0.5972,0.7034,,782.79,0,2,False
2026-02-02,acct_00089,Starter,North America,Financial Services,Organic,125,16,13,16,67,164,9,7,0.5,0.5904,,164.0,4.87,1,False
2026-02-02,acct_00090,Free,North America,Software,Partner,25,6,4,4,18,36,1,1,0.25,0.4303,,0,0,2,False
2026-02-02,acct_00091,Growth,APAC,Manufacturing,Content,137,39,32,37,148,252,21,16,0.5,0.7216,,792.46,2.5,1,False
2026-02-02,acct_00092,Starter,North America,Software,Partner,108,13,8,12,44,126,5,3,0.3333,0.6469,,154.54,2.5,1,False
2026-02-02,acct_00093,Free,North America,Financial Services,Partner,128,2,2,2,9,25,1,1,0.5,0.4135,,0,0,1,False
2026-02-02,acct_00094,Free,EMEA,Software,Partner,171,3,2,2,6,4,1,0,0.25,0.2649,,0,0,3,False
2026-02-02,acct_00095,Enterprise,North America,Retail,Paid Search,8,164,164,164,633,1277,153,125,0.8476,0.9528,,4160.52,75.91,4,False
2026-02-02,acct_00096,Free,North America,Manufacturing,Organic,33,8,5,5,20,36,2,1,0.3,0.375,,0,0,2,False
2026-02-02,acct_00097,Starter,North America,Manufacturing,Paid Search,179,11,7,9,31,39,4,3,0.3889,0.5696,,148.23,0.32,2,False
2026-02-02,acct_00098,Enterprise,North America,Software,Paid Search,67,116,97,108,479,983,73,57,0.6019,0.7033,,3881.97,77.19,2,False
2026-02-02,acct_00099,Starter,North America,Software,Organic,40,11,7,7,37,82,4,3,0.5,0.5795,,148.23,2.24,4,False
2026-02-02,acct_00100,Starter,EMEA,Retail,Outbound,125,13,12,13,51,172,10,8,0.6923,0.8641,,154.54,0.03,0,False
2026-02-02,acct_00101,Starter,APAC,Software,Organic,119,23,13,17,76,205,6,4,0.2941,0.4437,,186.08,0.3,3,False
2026-02-02,acct_00102,Enterprise,EMEA,Retail,Content,37,246,144,167,794,2396,73,49,0.3653,0.4472,,4640.58,0,7,False
2026-02-02,acct_00103,Free,North America,Manufacturing,Content,143,3,2,3,13,59,2,1,0.5,0.8384,,0,0,2,False
2026-02-02,acct_00104,Growth,North America,Manufacturing,Organic,117,51,32,37,109,204,19,14,0.4459,0.5721,,855.27,16.21,2,False
2026-02-02,acct_00105,Enterprise,North America,Professional Services,Paid Search,62,117,106,117,417,912,86,68,0.6581,0.822,,3893.82,100.4,2,False
2026-02-02,acct_00106,Starter,North America,Professional Services,Organic,121,8,5,6,18,70,3,2,0.4167,0.7046,,138.77,2.22,3,False
2026-02-02,acct_00107,Starter,APAC,Financial Services,Partner,92,11,7,8,20,44,4,3,0.4375,0.6068,,148.23,0.4,2,False
2026-02-02,acct_00108,Growth,North America,Software,Content,20,31,23,25,143,355,15,11,0.52,0.6636,,758.63,14.4,1,False
2026-02-02,acct_00109,Free,North America,Manufacturing,Partner,99,9,4,7,22,54,2,1,0.2143,0.5599,,0,0,1,False
2026-02-02,acct_00110,Enterprise,EMEA,Manufacturing,Partner,80,110,110,110,363,1284,103,84,0.85,0.9382,,3846.41,0,4,False
2026-02-02,acct_00111,Growth,North America,Retail,Organic,80,35,34,35,175,718,29,23,0.7429,0.8619,,777.96,0,2,False
2026-02-02,acct_00112,Growth,North America,Professional Services,Outbound,81,48,34,39,197,372,21,16,0.4744,0.6011,,840.78,14.6,1,False
2026-02-02,acct_00113,Free,North America,Healthcare,Content,9,7,6,6,39,109,4,3,0.5833,0.6391,,0,0,0,False
2026-02-02,acct_00114,Starter,North America,Software,Outbound,135,10,8,8,38,42,4,2,0.375,0.4187,,145.08,3.53,2,False
2026-02-02,acct_00115,Starter,EMEA,Manufacturing,Organic,122,14,3,8,7,9,1,1,0.125,0.4401,,157.69,0.57,2,False
2026-02-02,acct_00116,Free,North America,Professional Services,Organic,84,9,7,8,50,184,5,3,0.5,0.6466,,0,0,2,False
2026-02-02,acct_00117,Starter,North America,Professional Services,Outbound,61,9,6,8,32,73,3,2,0.3125,0.6344,,141.92,0,1,False
2026-02-02,acct_00118,Free,North America,Professional Services,Outbound,46,3,3,3,8,18,1,1,0.3333,0.5132,,0,0,1,False
2026-02-02,acct_00119,Growth,EMEA,Professional Services,Content,61,58,29,38,83,236,14,10,0.3158,0.5048,,884.26,10.47,2,False
2026-02-02,acct_00120,Free,APAC,Healthcare,Content,119,3,0,1,0,0,0,0,0,0.2531,,0,0,5,False
2026-02-02,acct_00121,Growth,EMEA,Software,Paid Search,127,24,16,22,44,88,10,8,0.4091,0.7149,,724.81,6.55,1,False
2026-02-02,acct_00122,Starter,APAC,Healthcare,Organic,63,8,8,8,54,129,6,4,0.625,0.7581,,138.77,0,1,False
2026-02-02,acct_00123,Free,North America,Professional Services,Content,86,3,2,2,10,26,1,1,0.5,0.5765,,0,0,2,False
2026-02-02,acct_00124,Starter,North America,Retail,Organic,58,14,14,14,75,252,13,11,0.8571,0.968,,157.69,0.52,0,False
2026-02-02,acct_00125,Free,North America,Software,Partner,98,4,3,4,14,57,2,2,0.5,0.6951,,0,0,2,False
2026-02-02,acct_00126,Growth,North America,Healthcare,Paid Search,53,15,8,14,57,96,5,4,0.3214,0.5993,,681.32,0,1,False
2026-02-02,acct_00127,Starter,EMEA,Healthcare,Organic,61,13,11,12,30,79,7,5,0.5,0.58,,154.54,3.48,3,False
2026-02-02,acct_00128,Growth,EMEA,Retail,Organic,8,27,27,27,97,456,24,19,0.7963,0.8497,,739.3,0,1,False
2026-02-02,acct_00129,Starter,EMEA,Manufacturing,Organic,53,44,38,41,96,270,28,22,0.6098,0.7871,,252.31,3.4,2,False
2026-02-02,acct_00130,Starter,APAC,Manufacturing,Partner,61,10,5,6,31,35,2,1,0.25,0.3317,,145.08,0,1,False
2026-02-02,acct_00131,Starter,North America,Professional Services,Paid Search,179,9,5,6,25,42,2,1,0.25,0.4021,,141.92,0,3,False
2026-02-02,acct_00132,Starter,APAC,Manufacturing,Organic,168,8,4,6,17,40,2,2,0.3333,0.675,,138.77,1.29,3,False
2026-02-02,acct_00133,Free,EMEA,Retail,Organic,133,6,2,4,10,13,1,1,0.25,0.5334,,0,0,1,False
2026-02-02,acct_00134,Free,North America,Retail,Content,162,3,2,2,5,10,1,1,0.5,0.5631,,0,0,2,False
2026-02-02,acct_00135,Growth,APAC,Professional Services,Organic,176,56,43,46,198,366,28,21,0.5326,0.6926,,879.43,0,4,False
2026-02-02,acct_00136,Free,North America,Professional Services,Organic,139,3,0,2,0,0,0,0,0,0.5234,,0,0,3,False
2026-02-02,acct_00137,Free,EMEA,Software,Paid Search,64,2,1,1,3,6,0,0,0,0.4436,,0,0,2,False
2026-02-02,acct_00138,Enterprise,North America,Professional Services,Paid Search,170,284,218,249,854,3465,149,112,0.5241,0.6409,,4859.87,0,7,False
2026-02-02,acct_00139,Enterprise,APAC,Professional Services,Paid Search,13,201,171,178,1099,2760,131,102,0.6545,0.7295,,4385.73,0,5,False
2026-02-02,acct_00140,Growth,North America,Retail,Organic,44,39,37,39,217,485,32,25,0.7308,0.8597,,792.46,5.62,2,False
2026-02-02,acct_00141,Enterprise,North America,Financial Services,Paid Search,139,536,474,526,3208,14934,374,295,0.6359,0.8164,,6329.68,9.7,12,False
2026-02-02,acct_00142,Free,North America,Software,Organic,120,3,3,3,8,21,2,1,0.5,0.5872,,0,0,1,False
2026-02-02,acct_00143,Starter,North America,Software,Content,129,16,12,13,52,150,8,6,0.5385,0.695,,164.0,1.04,0,False
2026-02-02,acct_00144,Free,North America,Financial Services,Partner,125,2,2,2,10,11,1,0,0.25,0.4005,,0,0,1,False
2026-02-02,acct_00145,Growth,Latin America,Software,Outbound,62,25,17,21,68,251,12,9,0.5,0.7287,,729.64,0,2,False
2026-02-02,acct_00146,Free,EMEA,Financial Services,Outbound,109,3,2,2,15,23,0,0,0,0.2467,,0,0,3,False
2026-02-02,acct_00147,Growth,EMEA,Professional Services,Outbound,72,58,25,28,182,306,9,5,0.25,0.3584,,889.1,0,5,False
2026-02-02,acct_00148,Growth,North America,Professional Services,Content,110,45,24,29,148,251,11,7,0.3103,0.4363,,821.45,10.69,2,False
2026-02-02,acct_00149,Starter,Latin America,Software,Paid Search,29,24,13,16,74,119,6,4,0.3125,0.5559,,189.23,2.05,3,False
2026-02-02,acct_00150,Growth,APAC,Financial Services,Outbound,120,35,25,30,124,362,14,10,0.4,0.5965,,777.96,5.62,2,False
2026-02-02,acct_00151,Starter,North America,Retail,Organic,145,8,3,5,20,32,1,1,0.2,0.4249,,138.77,0.04,3,False
2026-02-02,acct_00152,Free,EMEA,Financial Services,Content,45,4,3,3,17,43,1,1,0.3333,0.3569,,0,0,4,False
2026-02-02,acct_00153,Growth,North America,Manufacturing,Partner,174,41,30,38,104,149,20,15,0.4605,0.6768,,802.12,14.33,3,False
2026-02-02,acct_00154,Starter,North America,Professional Services,Organic,110,10,10,10,78,222,9,7,0.8,0.8659,,145.08,0.3,0,False
2026-02-02,acct_00155,Growth,APAC,Professional Services,Outbound,167,28,14,17,52,121,7,5,0.3529,0.5061,,744.14,7.62,2,False
2026-02-02,acct_00156,Free,North America,Financial Services,Organic,24,4,0,3,0,0,0,0,0,0.5305,,0,0,3,False
2026-02-02,acct_00157,Free,North America,Software,Organic,166,4,3,3,8,16,1,1,0.3333,0.4785,,0,0,3,False
2026-02-02,acct_00158,Starter,North America,Professional Services,Content,52,24,14,20,99,296,8,6,0.35,0.5928,,189.23,3.98,2,False
2026-02-02,acct_00159,Enterprise,North America,Software,Outbound,66,300,276,300,669,2716,228,182,0.6833,0.8787,,4972.47,0,6,False
2026-02-02,acct_00160,Starter,North America,Manufacturing,Organic,34,20,17,19,59,228,11,8,0.5,0.625,,176.61,1.45,3,False
2026-02-02,acct_00161,Starter,EMEA,Retail,Paid Search,150,14,11,11,75,192,5,3,0.3636,0.5412,,157.69,2.79,2,False
2026-02-02,acct_00162,Free,North America,Professional Services,Content,56,3,2,2,14,21,1,0,0.25,0.2497,,0,0,3,False
2026-02-02,acct_00163,Growth,EMEA,Professional Services,Paid Search,11,36,31,36,112,248,26,21,0.6528,0.8193,,782.79,3.99,2,False
2026-02-02,acct_00164,Free,North America,Professional Services,Content,127,4,0,3,0,0,0,0,0,0.3921,,0,0,2,False
2026-02-02,acct_00165,Starter,North America,Software,Organic,55,8,7,8,50,189,7,5,0.75,0.9344,,138.77,1.72,1,False
2026-02-02,acct_00166,Growth,North America,Healthcare,Organic,176,30,29,30,187,850,24,19,0.7167,0.7974,,753.8,8.95,3,False
2026-02-02,acct_00167,Free,APAC,Software,Content,43,4,2,2,9,5,1,0,0.25,0.2101,,0,0,1,False
2026-02-02,acct_00168,Starter,APAC,Software,Organic,101,31,18,22,114,266,9,6,0.3409,0.466,,211.31,4.31,1,False
2026-02-02,acct_00169,Starter,North America,Retail,Partner,17,5,3,5,15,54,2,2,0.4,0.6447,,129.31,0.07,0,False
2026-02-02,acct_00170,Starter,EMEA,Software,Paid Search,174,17,15,16,103,286,11,9,0.625,0.7566,,167.15,3.87,1,False
2026-02-02,acct_00171,Growth,EMEA,Software,Outbound,106,49,48,49,203,679,45,37,0.8367,0.9679,,845.61,3.98,0,False
2026-02-02,acct_00172,Starter,North America,Software,Organic,142,8,1,4,5,6,0,0,0,0.38,,138.77,0,2,False
2026-02-02,acct_00173,Starter,EMEA,Software,Outbound,153,4,3,4,23,71,2,2,0.5,0.7487,,126.15,0,1,False
2026-02-02,acct_00174,Free,APAC,Software,Partner,137,2,1,2,7,25,1,1,0.5,0.7255,,0,0,1,False
2026-02-02,acct_00175,Starter,North America,Financial Services,Paid Search,165,3,0,2,0,0,0,0,0,0.6913,,123.0,0,0,False
2026-02-02,acct_00176,Starter,EMEA,Financial Services,Content,141,10,5,6,15,18,2,2,0.3333,0.5495,,145.08,0.5,1,False
2026-02-02,acct_00177,Free,North America,Professional Services,Content,121,3,2,2,15,32,1,1,0.5,0.6388,,0,0,1,False
2026-02-02,acct_00178,Growth,EMEA,Professional Services,Paid Search,140,93,66,70,243,735,39,28,0.4786,0.5962,,1058.22,12.58,3,False
2026-02-02,acct_00179,Starter,North America,Healthcare,Partner,113,12,10,11,70,295,7,5,0.5455,0.7264,,151.38,0,2,False
2026-02-02,acct_00180,Growth,Latin America,Professional Services,Paid Search,112,44,32,43,117,449,22,17,0.4535,0.6505,,821.45,9.12,2,False
2026-02-02,acct_00181,Starter,EMEA,Manufacturing,Organic,45,10,4,7,31,108,2,2,0.2857,0.6417,,145.08,0.86,2,False
2026-02-02,acct_00182,Free,North America,Professional Services,Organic,55,5,3,3,11,11,1,0,0.1667,0.2555,,0,0,2,False
2026-02-02,acct_00183,Growth,North America,Healthcare,Outbound,173,21,14,17,73,261,9,7,0.4706,0.6253,,710.31,19.06,2,False
2026-02-02,acct_00184,Free,North America,Financial Services,Organic,36,8,6,6,38,87,3,2,0.4167,0.4795,,0,0,1,False
2026-02-02,acct_00185,Growth,North America,Software,Content,182,24,14,20,52,121,8,6,0.35,0.5894,,724.81,13.96,3,False
2026-02-02,acct_00186,Growth,North America,Retail,Outbound,74,50,35,40,110,134,20,14,0.425,0.5575,,850.44,13.99,4,False
2026-02-02,acct_00187,Free,North America,Software,Outbound,55,6,2,3,13,24,1,0,0.1667,0.4013,,0,0,1,False
